hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,ollama_qwen3-coder_30b,4,"Fixes a potential use-after-free vulnerability by checking if HCI_UNREGISTER flag is set before queuing commands. If set, it returns an error instead of proceeding with command queuing.",4,0,0,0,,,,,,,,,29.157,,,,,,
0c7833b9e8,ollama_qwen3-coder_30b,4,"Removes an unnecessary include of <asm/termios.h> from drivers/tty/n_hdlc.c, as <linux/tty.h> already includes <linux/termios.h>. The change simplifies the include structure and avoids redundancy.",0,0,4,0,,,,,,,,,31.287,,,,,,
12aeaaba08,ollama_qwen3-coder_30b,3,"This commit updates documentation for the perf c2c tool to reflect the addition of an 'N/A' metric for store operations. It clarifies that the 'N/A' category represents store accesses where the memory level is not available, enhancing the accuracy of the report table.",0,0,3,0,,,,,,,,,26.812,,,,,,
131a79b474,ollama_qwen3-coder_30b,4,"Fixes race conditions and synchronization issues in huge page memory management during VMA splitting and range unmapping. Addresses problems with vma lock handling, particularly when VMAs are duplicated during splitting, and ensures proper locking during pmd sharing.",4,0,0,0,,,,,,,,,29.218,,,,,,
1634602627,ollama_qwen3-coder_30b,3,This commit adds documentation for two power supply regulators (AVDD and MICVDD) used by the rt5682s audio codec. It updates the device tree binding file to require these supplies and provides examples of their usage.,0,0,3,0,,,,,,,,,27.389,,,,,,
16ed828b87,ollama_qwen3-coder_30b,4,"Fixes a resource leak in the zorro7xx SCSI driver by adding a missing iounmap() call in the remove function. The commit addresses an error handling path where a resource allocated during probe was not freed during removal, specifically when host->base > 0x01000000.",4,0,0,0,,,,,,,,,29.263,,,,,,
1f74399fd1,ollama_qwen3-coder_30b,4,"Removes an unused work field from struct mlx5e_async_ctx in the Mellanox kTLS implementation. The change is minimal and purely structural, eliminating dead code without altering functionality.",0,0,4,0,,,,,,,,,27.102,,,,,,
23cc6d8c37,ollama_qwen3-coder_30b,3,"The commit changes the data type of key_idx from u8 (unsigned 8-bit) to s8 (signed 8-bit) in the cfg80211_auth_request struct. This allows key_idx to hold the value -1, which is used when the key is NULL, avoiding warnings from static checkers like smatch.",4,0,0,0,,,,,,,,,27.442,,,,,,
2fadc6ea4a,ollama_qwen3-coder_30b,3,"The commit sorts CONFIG_SURFACE_PLATFORMS in RISC-V defconfig files. It removes commented-out CONFIG_SURFACE_PLATFORMS lines, likely to align with savedefconfig output format. No functional changes expected.",0,0,3,0,,,,,,,,,32.981,,,,,,
3044a4f271,ollama_qwen3-coder_30b,4,"Introduces a new helper function mcp251xfd_is_fd_mode() to check CAN-FD mode and replaces open-coded checks. The change centralizes logic for determining FD mode, improving code clarity and maintainability.",0,0,4,0,,,,,,,,,27.066,,,,,,
35eee9a363,ollama_qwen3-coder_30b,4,"Commit modifies RTC selftests to skip execution when RTC device is not present, instead of failing. Adds conditional skip logic for ENOENT error case across multiple test functions.",4,0,0,0,,,,,,,,,28.195,,,,,,
3cffb26fbb,ollama_qwen3-coder_30b,4,Removes a redundant variable assignment in ALSA echoaudio MIDI code that was causing a clang scan build warning. The variable 'bytes' is assigned but never read before being reassigned in a subsequent if block.,0,0,4,0,,,,,,,,,29.072,,,,,,
4df002d908,ollama_qwen3-coder_30b,3,"This commit decouples rcuscale from RCU Tasks by removing the TASKS_RCU dependency in Kconfig and conditionally compiling RCU Tasks support in rcuscale.c. It allows rcuscale to be built without RCU Tasks, reducing kernel size and complexity.",0,3,2,0,,,,,,,,,29.053,,,,,,
562f5bc48a,ollama_qwen3-coder_30b,4,"This commit removes a duplicated word 'be split' from a comment in the KVM x86 mmu code, specifically in spte.h. The change is purely textual and affects only a documentation comment, not the actual functionality.",0,0,3,0,,,,,,,,,26.754,,,,,,
5b45b1c8b8,ollama_qwen3-coder_30b,3,"Reverts changes to populate DCN315 clock table based on DCFCLK. The commit addresses a no-read situation caused by PMFW filling the table when DCFCLK states are disabled, leading to potential underflow. It reverts to hardcoded values to prevent issues until a better solution is implemented.",4,0,0,0,,,,,,,,,27.019,,,,,,
5dc6ce767d,ollama_qwen3-coder_30b,3,Adds support for the Renesas RZ/V2L SoC's Mali-G31 GPU by documenting its compatible string in the device tree bindings. The change updates the YAML schema to include the new compatible string and adjusts validation rules.,0,0,0,4,,,,,,,,,30.92,,,,,,
60b3c27fb9,ollama_qwen3-coder_30b,4,"Rename struct pcie_port to dw_pcie_rp for consistency with naming conventions in DW PCIe driver. The change affects function signatures and variable declarations across multiple files, maintaining identical functionality while improving code consistency.",0,0,4,0,,,,,,,,,32.764,,,,,,
647df0d41b,ollama_qwen3-coder_30b,4,Fixes a clang compiler warning by correcting the format specifier for a ntohs() return value. The change updates %hx to %x to match the promoted int type of the argument.,0,0,4,0,,,,,,,,,28.799,,,,,,
64ac0befe7,ollama_qwen3-coder_30b,3,"The commit fixes a branch range check in MIPS jump_label code by casting the upper bound to long for signed comparison, preventing a warning triggered by negative offsets.",4,0,0,0,,,,,,,,,31.704,,,,,,
67fda6c2df,ollama_qwen3-coder_30b,3,The commit removes the HW_VAR_H2C_FW_P2P_PS_OFFLOAD case from SetHwReg8188EU() and calls the function directly. It's part of a larger effort to eliminate unwanted HAL layer code.,0,0,4,0,,,,,,,,,29.209,,,,,,
710c8d6c02,ollama_qwen3-coder_30b,4,"The commit fixes a sparse warning by declaring a non-global symbol as static in the ARM64 kernel code. It addresses a specific issue where a symbol was not properly declared as static, causing a compiler warning.",0,0,3,0,,,,,,,,,18.195,,,,,,
719ca37972,ollama_qwen3-coder_30b,3,"This commit corrects incorrect Devicetree interrupt flag specifications for MDSS display subsystem nodes. It removes bogus interrupt flags cells from consumer nodes, as the MDSS interrupt provider is a single cell, making the flags specification incorrect.",4,0,0,0,,,,,,,,,27.258,,,,,,
7392d87a9f,ollama_qwen3-coder_30b,3,"The commit refactors array allocation logic in V4L2 controls, renaming dynamic array handling to generic array handling and preparing for driver-controlled array sizing. It modifies internal data structures and allocation functions to support more flexible array management.",0,0,3,0,,,,,,,,,23.759,,,,,,
76ee15ae1b,ollama_qwen3-coder_30b,3,"Adds support for new PMICs and SoCs to the Qualcomm socinfo driver. The commit maps new device IDs to their respective model names and SoC names, enabling proper identification of hardware platforms and power management chips.",0,0,0,4,,,,,,,,,26.562,,,,,,
7b0ac469e3,ollama_qwen3-coder_30b,3,The commit updates the RTL8xxxu WiFi driver to recognize all possible chip cuts (A-P) instead of showing 'unknown' for cuts beyond E. It changes from a switch-case to a direct character calculation.,4,0,0,0,,,,,,,,,26.593,,,,,,
801179b670,ollama_qwen3-coder_30b,4,"The commit removes the custom software enable count ('is_enabled') from PRCMU clocks, relying instead on the core's existing software enable count. It eliminates redundant state tracking and related enable/disable functions.",0,0,4,0,,,,,,,,,29.261,,,,,,
